Average_Salary,Years_Experience,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Income_Band_Code,Experience_Band_Code,Job_Sector_Code,Labour_Group_Code,Risk_Category_Code,Job_Title_Code,Education_Level_Code
85243,26,0.58,0.58,0.8,0.37,0.18,0.44,0.33,0.34,0.74,0.22,0.64,0.57,0.57,1,4,0,0,2,0,1
85668,3,0.55,1.38,0.57,0.55,0.83,0.61,0.29,0.21,0.15,0.9,0.71,0.94,0.6,1,1,9,1,1,10,2
82428,14,0.06,1.17,0.53,0.99,0.24,0.53,0.65,0.64,0.56,0.78,0.2,0.73,0.62,1,3,3,1,1,3,1
107240,25,0.85,0.82,0.41,0.98,0.53,0.91,0.16,0.64,0.81,0.95,0.34,0.72,0.54,2,4,3,1,1,12,1
120270,8,0.69,1.19,0.67,0.5,0.23,0.04,0.42,0.3,0.76,0.35,0.95,0.96,0.62,2,2,9,1,1,10,2
74605,21,0.76,1.05,0.1,0.46,0.56,0.86,0.48,0.9,0.67,0.14,0.99,0.53,0.39,1,4,3,1,0,5,2
140059,5,0.11,1.14,0.5,0.41,0.95,0.52,0.22,0.46,0.92,0.18,0.21,0.01,0.01,2,2,9,1,1,10,1
96155,18,0.73,0.86,0.58,0.4,0.95,0.97,0.39,0.85,0.77,0.31,0.23,0.46,0.78,1,3,5,0,1,6,1
131971,23,0.76,1.36,0.85,0.84,0.78,0.38,0.55,0.8,0.05,0.81,0.18,0.51,0.81,2,4,2,0,2,2,2
57413,4,0.25,0.9,0.27,0.0,0.9,0.15,0.99,0.95,0.49,0.51,0.48,0.64,0.09,1,1,6,3,0,7,0
138125,2,0.06,0.94,0.41,0.62,0.99,0.39,0.57,0.42,0.85,0.9,0.88,0.97,0.03,2,1,3,1,1,3,1
42602,10,0.75,0.73,0.68,0.15,0.68,0.22,0.43,0.72,0.56,0.43,0.33,0.84,0.14,1,3,7,2,1,8,3
110070,14,0.9,1.35,0.15,0.76,0.82,0.89,0.54,0.2,0.26,0.3,0.59,0.03,0.64,2,3,1,1,0,1,2
50954,3,0.3,1.38,0.48,0.1,0.83,0.05,0.73,0.77,0.35,0.82,0.52,0.46,0.05,1,1,9,1,1,10,2
118691,22,0.93,0.89,0.84,0.53,0.59,0.06,0.36,0.72,0.2,0.2,0.01,0.44,0.88,2,4,8,0,2,9,3
120453,14,0.19,0.81,0.59,0.64,0.42,0.76,0.61,0.9,0.82,0.25,0.27,0.13,0.34,2,3,10,2,1,11,1
37214,21,0.41,0.72,0.6,0.54,0.15,0.38,0.41,0.75,0.02,0.27,0.52,0.27,0.63,1,4,3,1,1,3,3
139269,24,0.36,1.45,0.21,0.13,0.56,0.78,0.71,0.17,0.97,0.45,0.16,0.18,0.1,2,4,1,1,0,1,0
119285,0,0.12,0.63,0.91,0.34,0.03,0.05,0.14,0.21,0.67,0.16,0.12,0.76,0.67,2,0,2,0,2,2,3
122268,22,0.55,0.81,0.17,0.51,0.39,0.91,0.02,0.78,0.12,0.8,0.62,0.84,0.1,2,4,1,1,0,1,1
118791,26,0.5,1.21,0.83,0.54,0.43,0.31,0.48,0.12,0.96,0.71,0.95,0.23,0.88,2,4,8,0,2,9,1
86408,19,0.68,1.13,0.78,0.82,0.5,0.07,0.31,0.94,0.85,0.98,0.63,0.25,0.16,1,3,8,0,2,9,0
136464,16,0.02,0.89,0.38,0.41,0.93,0.43,0.88,0.61,0.25,0.36,0.08,0.33,0.68,2,3,4,2,1,4,3
56049,29,0.37,1.44,0.56,0.67,0.63,0.2,0.42,0.75,0.1,0.28,0.28,0.43,0.98,1,4,11,1,1,13,1
84845,28,0.98,0.6,0.52,0.98,0.56,0.19,0.58,0.2,0.52,0.07,0.61,0.52,0.74,1,4,11,1,1,13,3
133937,27,0.55,1.19,0.36,0.6,0.17,0.93,0.07,0.43,0.7,0.46,0.09,0.55,0.64,2,4,11,1,1,13,2
143557,2,0.37,1.06,0.16,0.67,0.58,0.53,0.25,0.0,0.17,0.12,0.45,0.61,0.21,2,1,3,1,0,5,0
32994,15,0.01,1.27,0.55,0.37,0.05,0.63,0.39,0.94,0.54,0.94,0.22,0.73,0.62,1,3,3,1,1,12,3
54351,5,0.98,0.6,0.7,0.43,0.09,0.75,0.91,0.43,0.26,0.43,0.72,0.01,0.59,1,2,14,0,1,16,3
74816,10,0.64,0.74,0.23,0.09,0.2,0.88,0.74,0.01,0.25,0.21,0.27,0.25,0.06,1,3,6,3,0,7,2
103788,17,0.73,1.11,0.57,0.08,0.95,0.84,0.81,0.82,0.93,0.54,0.2,0.62,0.74,2,3,4,2,1,4,1
40103,26,0.52,0.57,0.14,0.92,0.58,0.54,0.27,0.37,0.9,0.67,0.79,0.45,0.63,1,4,6,3,0,7,1
34458,26,0.71,0.93,0.48,0.65,0.94,0.06,0.82,0.29,0.44,0.02,0.3,0.5,0.06,1,4,16,2,1,19,0
59493,23,0.93,0.61,0.89,0.41,0.66,0.26,0.16,0.16,0.07,0.19,0.66,0.88,0.81,1,4,2,0,2,2,1
93059,18,0.11,0.79,0.42,0.25,0.52,0.54,0.36,0.35,0.83,0.79,0.31,0.91,0.95,1,3,3,1,1,12,0
121683,13,0.35,1.01,0.68,0.88,0.1,0.39,0.55,0.5,0.19,0.86,0.68,0.84,0.86,2,3,11,1,1,13,3
46322,29,0.44,1.11,0.36,0.67,0.18,0.69,0.23,0.12,0.17,0.0,0.72,0.73,0.51,1,4,10,2,1,11,3
100293,21,0.08,0.52,0.37,0.89,0.24,0.35,0.11,0.22,0.52,0.61,0.25,0.06,0.39,2,4,3,1,1,3,1
79298,21,0.22,1.46,0.85,0.56,0.42,0.43,0.54,0.7,0.7,0.17,0.5,0.41,0.87,1,4,14,0,2,16,1
73937,28,0.53,0.62,0.85,0.12,0.34,0.14,0.69,0.21,0.39,0.9,0.2,0.51,0.42,1,4,2,0,2,2,3
146464,29,0.79,0.57,0.49,0.56,0.63,0.69,0.25,0.01,0.72,0.54,0.84,0.82,0.84,2,4,10,2,1,11,0
106274,11,0.33,1.29,0.81,0.18,0.85,0.88,0.47,0.08,0.39,0.8,0.9,0.2,0.07,2,3,12,0,2,14,0
32581,5,0.39,1.04,0.69,0.07,0.65,0.07,0.38,0.8,0.43,1.0,0.56,0.32,0.22,1,2,15,0,1,17,3
142309,13,0.37,0.57,0.79,0.46,0.72,0.66,0.71,0.01,0.22,0.66,0.48,0.01,0.8,2,3,14,0,2,16,2
85612,23,0.55,0.57,0.61,0.58,0.78,0.75,0.8,0.52,0.14,0.67,0.62,0.74,0.17,1,4,16,2,1,19,0
65710,27,0.39,0.66,0.76,0.61,0.43,0.77,0.85,0.54,0.76,0.31,0.41,0.71,0.39,1,4,14,0,2,16,1
46999,26,0.19,1.1,0.92,0.87,0.72,0.75,0.56,0.58,0.13,0.44,0.45,0.96,0.43,1,4,0,0,2,0,2
142701,5,0.53,1.14,0.89,0.23,0.53,0.83,0.46,0.28,0.65,0.82,0.06,0.78,0.82,2,2,8,0,2,9,3
54031,22,0.98,1.29,0.24,0.75,0.15,0.22,0.46,0.26,0.42,0.89,0.82,0.63,0.86,1,4,6,3,0,7,3
115679,5,0.43,0.7,0.51,0.74,0.44,0.67,0.09,0.75,0.81,0.71,0.97,0.83,0.9,2,2,3,1,1,3,3
63724,26,0.81,1.36,0.7,0.24,0.04,0.41,0.13,0.02,0.36,0.78,0.57,0.31,0.65,1,4,5,0,1,6,3
131154,21,0.01,1.26,0.55,0.76,0.04,0.84,0.62,0.56,0.62,0.86,0.59,0.58,0.99,2,4,9,1,1,10,2
100014,18,0.44,1.21,0.46,0.23,0.6,0.93,0.93,0.34,0.53,0.21,1.0,0.98,0.65,2,3,5,0,1,6,1
35232,9,0.72,1.09,0.06,0.45,0.67,0.68,0.37,0.94,0.17,0.5,0.69,0.7,0.65,1,2,13,3,0,18,0
114425,21,0.16,1.14,0.54,0.18,0.71,0.46,0.67,0.84,0.17,0.02,0.78,0.61,0.7,2,4,11,1,1,13,3
116795,7,0.8,1.46,0.18,0.49,0.4,0.15,0.57,0.28,0.92,0.58,0.59,0.35,0.05,2,2,1,1,0,1,0
53559,28,0.42,0.58,0.85,0.88,0.88,0.66,0.21,0.86,0.89,0.2,0.74,0.29,0.8,1,4,8,0,2,9,1
94418,18,0.03,1.4,0.86,0.97,0.47,0.85,0.06,0.34,0.07,0.98,0.82,0.85,0.94,1,3,2,0,2,2,2
117954,13,0.39,0.57,0.38,0.23,0.47,0.27,0.1,0.17,0.15,0.97,0.76,0.97,0.44,2,3,3,1,1,12,3
105831,22,0.8,0.83,0.42,0.23,0.13,0.26,0.36,0.67,0.06,0.21,0.81,0.15,0.34,2,4,5,0,1,6,2
48814,23,0.15,0.58,0.49,0.3,0.56,0.8,0.14,0.58,0.51,0.14,0.62,0.27,0.49,1,4,7,2,1,8,1
147904,0,0.46,0.81,0.26,0.06,0.42,0.46,0.73,0.57,0.67,0.78,0.86,0.31,0.54,2,0,1,1,0,1,0
116694,12,0.99,1.39,0.45,0.2,0.49,0.74,0.49,0.48,0.84,0.36,0.86,0.41,0.33,2,3,15,0,1,17,0
74739,26,0.76,0.63,0.75,0.95,0.18,0.57,0.58,0.49,0.64,0.23,0.55,0.37,0.66,1,4,0,0,2,0,0
110357,5,0.85,0.67,0.26,0.49,0.41,0.9,0.6,0.58,0.56,0.37,0.79,0.25,0.94,2,2,3,1,0,5,0
44079,26,0.34,1.23,0.53,0.34,0.99,0.03,0.25,0.52,0.52,0.59,0.75,0.62,0.6,1,4,10,2,1,11,0
103648,19,0.38,0.73,0.41,0.55,0.2,0.29,0.24,0.95,0.94,0.61,0.92,0.79,0.59,2,3,9,1,1,10,1
143892,16,0.77,1.2,0.55,0.76,0.51,0.7,0.94,0.38,0.71,0.48,0.67,0.76,0.05,2,3,9,1,1,10,2
135296,7,0.23,1.17,0.49,0.77,0.12,0.63,0.28,0.85,0.93,1.0,0.8,0.75,0.22,2,2,3,1,1,12,0
66639,14,0.47,1.27,0.93,0.19,0.92,0.7,0.61,0.2,0.06,0.57,0.65,0.21,0.56,1,3,12,0,2,14,2
105476,20,0.84,1.43,0.45,0.32,0.75,0.43,0.09,0.28,0.42,0.29,0.33,0.29,0.04,2,4,11,1,1,13,1
71830,27,0.6,1.15,0.38,0.3,0.62,0.6,0.51,0.35,0.91,0.34,0.46,0.68,0.54,1,4,9,1,1,10,2
129555,22,0.44,1.29,0.41,0.14,0.31,0.85,0.09,0.99,0.54,0.98,0.94,0.45,0.2,2,4,3,1,1,3,0
91576,14,0.16,1.1,0.36,0.97,0.45,0.5,0.25,0.47,0.66,0.75,0.75,0.58,0.9,1,3,7,2,1,8,3
137524,2,0.76,0.56,0.3,0.21,0.66,0.41,0.4,0.88,0.9,0.91,0.31,0.69,0.27,2,1,3,1,0,12,3
148360,1,0.18,0.84,0.81,0.83,0.12,0.73,0.53,0.29,0.49,0.3,0.6,0.43,0.16,2,0,12,0,2,14,0
55464,25,0.55,1.4,0.14,0.73,0.66,0.93,0.82,0.57,0.66,0.9,0.4,0.33,0.01,1,4,1,1,0,1,3
85798,10,0.8,0.6,0.53,0.46,0.12,0.98,0.21,0.07,0.59,0.74,0.03,0.66,0.53,1,3,3,1,1,12,0
133243,6,0.17,1.07,0.12,0.94,0.82,0.98,0.26,0.97,0.43,0.35,0.05,0.05,0.69,2,2,1,1,0,1,2
84710,21,0.23,1.11,0.11,0.58,0.36,0.82,0.82,0.48,0.35,0.36,0.81,0.33,0.21,1,4,3,1,0,5,1
38848,5,0.47,0.98,0.64,0.22,0.38,0.81,0.82,0.38,0.46,0.3,0.93,0.12,0.93,1,2,9,1,1,10,3
95942,24,0.6,1.44,0.13,0.25,0.65,0.62,0.33,0.93,0.84,0.22,0.24,0.51,0.77,1,4,6,3,0,7,2
45086,11,0.69,1.15,0.39,0.68,0.94,0.05,0.32,0.44,0.9,0.96,0.44,0.75,0.53,1,3,11,1,1,13,0
39343,13,0.28,0.72,0.12,0.56,0.03,0.91,0.16,0.22,0.52,0.71,0.1,0.32,0.97,1,3,13,3,0,15,3
89550,8,0.31,1.34,0.32,0.46,0.38,0.32,0.29,0.09,0.31,0.04,0.78,0.4,0.44,1,2,16,2,1,19,1
70317,12,0.66,0.51,0.68,0.24,0.11,0.77,0.5,0.43,0.25,0.55,0.27,0.9,0.22,1,3,11,1,1,13,0
102055,26,0.56,1.33,0.59,0.7,0.32,0.23,0.21,0.86,0.82,0.44,0.13,0.38,0.62,2,4,4,2,1,4,1
145660,26,0.78,1.5,0.38,0.46,0.43,0.3,0.2,0.07,0.89,0.42,0.5,0.92,0.78,2,4,3,1,1,12,0
64785,12,0.57,0.94,0.62,0.72,0.69,0.34,0.8,0.05,0.16,0.34,0.08,0.23,0.83,1,3,3,1,1,12,0
70149,12,0.3,0.76,0.41,0.28,0.04,0.93,0.21,0.42,0.01,0.86,0.73,0.95,0.78,1,3,11,1,1,13,2
100122,14,0.25,1.2,0.45,0.57,0.01,0.06,0.54,0.57,0.75,0.13,0.51,0.19,0.09,2,3,5,0,1,6,3
46524,29,0.16,0.72,0.43,0.26,0.09,0.09,0.19,0.05,0.63,0.29,0.28,0.33,0.66,1,4,7,2,1,8,0
82347,28,0.44,0.83,0.46,0.53,0.16,0.57,0.81,0.76,0.15,0.15,0.27,0.36,0.41,1,4,5,0,1,6,2
71743,17,0.06,0.53,0.15,0.7,0.19,0.64,0.26,0.89,0.9,0.3,0.23,0.41,0.24,1,3,1,1,0,1,3
118302,14,0.83,1.17,0.63,0.4,0.16,0.74,0.36,0.67,0.27,0.08,0.99,0.16,0.99,2,3,7,2,1,8,0
96706,9,0.79,1.16,0.53,0.87,0.29,0.47,0.62,0.41,0.43,0.33,0.56,0.85,0.2,1,2,4,2,1,4,3
95780,10,0.28,0.63,0.34,0.6,0.52,0.25,0.47,0.49,0.2,0.65,0.78,0.79,0.6,1,3,11,1,1,13,2
78899,11,0.06,0.79,0.34,0.96,0.14,0.15,0.89,0.94,0.77,0.01,0.0,0.38,0.14,1,3,3,1,1,3,2
92559,28,0.46,1.44,0.43,0.66,0.65,0.25,0.65,0.21,0.12,0.7,0.11,1.0,0.18,1,4,15,0,1,17,0
140168,1,0.41,0.63,0.71,0.62,0.81,0.84,0.48,0.78,0.67,0.72,0.49,0.63,0.81,2,0,0,0,2,0,3
143857,28,0.81,1.09,0.37,0.02,0.36,0.55,0.84,0.13,0.8,0.86,0.15,0.85,0.99,2,4,3,1,1,3,0
37189,13,0.78,1.49,0.85,0.31,0.84,0.61,0.58,0.25,0.76,0.08,0.92,0.33,0.13,1,3,8,0,2,9,0
91158,13,0.73,0.82,0.57,0.56,0.34,0.13,0.09,0.83,0.92,0.65,0.1,0.4,0.73,1,3,5,0,1,6,0
52394,13,0.12,0.5,0.88,0.36,0.25,0.01,0.54,0.85,0.96,0.57,0.51,0.09,0.55,1,3,2,0,2,2,3
50245,1,0.61,0.89,0.11,0.09,0.31,0.1,0.18,0.99,0.44,0.53,0.87,1.0,0.58,1,0,13,3,0,18,1
48624,25,0.48,0.82,0.5,0.86,0.59,0.69,0.36,0.74,0.67,0.12,0.57,0.26,0.8,1,4,11,1,1,13,0
46626,21,0.99,0.59,0.25,0.67,0.77,0.31,0.49,0.8,0.23,0.23,0.55,0.52,0.28,1,4,3,1,0,5,3
74950,10,0.28,1.27,0.21,0.83,0.98,0.47,0.07,0.05,0.3,0.93,0.52,0.27,0.4,1,3,6,3,0,7,1
130211,5,0.65,0.65,0.94,0.54,0.14,0.89,0.07,0.91,1.0,0.7,0.77,0.34,0.94,2,2,2,0,2,2,1
117460,13,0.73,1.42,0.69,0.83,0.3,0.97,0.63,0.93,0.68,0.31,0.37,0.55,0.79,2,3,15,0,1,17,0
115489,27,0.58,0.85,0.9,0.47,0.08,0.17,0.06,0.5,0.11,0.11,0.94,0.87,0.45,2,4,14,0,2,16,2
143880,18,0.0,1.11,0.55,0.46,0.4,0.46,0.41,0.73,0.14,0.2,0.18,0.26,0.53,2,3,3,1,1,3,2
41569,5,0.87,0.8,0.74,0.68,0.04,0.62,0.7,0.21,0.04,0.36,0.1,0.12,0.25,1,2,0,0,2,0,0
147027,17,0.53,1.18,0.54,0.15,0.17,0.88,0.56,0.87,0.37,0.61,0.52,0.32,0.47,2,3,9,1,1,10,1
111384,3,0.2,0.82,0.9,0.92,0.36,0.31,0.2,0.68,0.32,0.99,0.33,0.39,0.6,2,1,8,0,2,9,2
107463,21,0.47,0.92,0.7,0.01,0.9,0.15,0.79,0.62,0.34,0.87,0.01,0.23,0.57,2,4,11,1,1,13,3
74148,14,0.61,0.52,0.35,0.13,0.19,0.46,0.75,0.91,0.84,0.2,0.44,0.2,0.26,1,3,5,0,1,6,3
59793,28,0.07,0.72,0.93,0.47,0.45,0.01,0.25,0.87,0.16,0.42,0.01,0.48,0.02,1,4,12,0,2,14,3
102095,4,0.6,1.26,0.51,0.23,0.67,0.08,0.44,0.16,0.18,0.2,0.39,0.05,0.4,2,1,16,2,1,19,2
112508,28,0.48,0.88,0.26,0.15,0.51,0.06,0.07,0.57,0.57,0.88,0.56,0.96,0.05,2,4,13,3,0,15,2
97598,6,0.04,0.69,0.52,0.65,0.05,0.95,0.84,0.3,0.08,0.17,0.13,0.12,0.52,1,2,3,1,1,3,0
98472,22,0.99,1.18,0.68,0.14,0.38,0.55,0.08,0.0,0.67,0.64,0.41,0.49,0.42,1,4,7,2,1,8,1
108291,27,0.34,0.68,0.34,0.96,0.6,0.73,0.32,0.39,0.24,0.1,0.18,0.8,0.68,2,4,4,2,1,4,3
130342,12,0.48,1.42,0.33,0.28,0.35,0.78,0.99,0.24,0.87,0.83,0.22,0.4,0.41,2,3,7,2,1,8,1
73894,21,0.18,1.3,0.13,0.73,0.42,0.58,0.83,0.8,0.87,0.06,0.69,0.14,0.42,1,4,6,3,0,7,1
49023,5,0.4,1.02,0.7,0.14,0.68,0.4,0.13,0.16,0.95,0.88,0.91,0.99,0.21,1,2,15,0,1,17,2
34758,18,0.67,0.98,0.15,0.36,0.59,0.58,0.16,0.47,0.55,0.57,0.21,0.74,0.03,1,3,3,1,0,5,3
47065,6,0.78,1.06,0.77,0.69,0.57,0.8,0.74,0.61,0.49,0.13,0.26,0.42,0.6,1,2,8,0,2,9,1
53464,1,0.29,0.51,0.17,0.29,0.73,0.02,0.58,0.94,0.17,0.47,0.09,0.63,0.55,1,0,1,1,0,1,3
102572,23,0.52,1.4,0.38,0.02,0.86,0.58,0.89,0.6,0.81,0.43,0.75,0.91,0.57,2,4,9,1,1,10,0
67344,1,0.18,1.29,0.8,0.44,0.59,0.59,0.07,0.83,0.18,0.72,0.77,0.71,0.58,1,0,2,0,2,2,0
122759,19,0.36,1.1,0.8,0.86,0.31,0.29,0.27,0.33,0.56,0.71,0.66,0.81,0.89,2,3,14,0,2,16,3
66444,12,0.02,1.24,0.75,0.13,0.64,0.32,0.06,0.14,0.0,0.9,0.02,0.21,0.42,1,3,8,0,2,9,2
46932,9,0.91,0.54,0.5,0.68,0.93,0.62,0.8,0.08,0.39,0.37,0.89,0.15,0.15,1,2,3,1,1,3,3
55363,11,0.05,0.68,0.29,0.43,0.63,0.73,0.37,0.15,0.21,0.31,0.64,0.4,0.01,1,3,1,1,0,1,1
30893,14,0.92,1.31,0.26,0.8,0.32,0.77,0.14,0.66,0.64,0.03,0.79,0.9,0.27,1,3,13,3,0,15,3
84962,7,0.08,1.1,0.49,0.55,0.93,0.87,0.79,0.27,0.91,0.1,0.85,0.33,0.05,1,2,11,1,1,13,0
94173,23,0.23,0.74,0.42,0.06,0.18,0.01,0.45,0.08,0.68,0.24,0.94,0.87,0.29,1,4,5,0,1,6,1
82949,26,0.8,1.49,0.2,0.08,0.65,0.62,0.64,0.31,0.86,0.96,0.22,0.09,0.19,1,4,1,1,0,1,1
141738,10,0.68,1.14,0.8,0.58,0.31,0.48,0.79,0.98,0.93,0.93,0.4,0.47,0.71,2,3,2,0,2,2,2
80492,16,0.3,0.64,0.2,0.31,0.33,0.07,0.35,0.86,0.23,0.7,0.63,0.86,0.13,1,3,1,1,0,1,0
117527,28,0.14,0.51,0.52,0.98,0.37,0.36,0.34,0.52,0.44,0.88,0.51,0.51,0.14,2,4,5,0,1,6,3
83639,26,0.25,0.57,0.22,0.6,0.42,0.42,0.79,0.2,0.82,0.65,0.42,0.46,0.26,1,4,6,3,0,7,1
66993,3,0.51,0.82,0.54,1.0,0.44,0.92,0.35,0.05,0.2,0.42,0.22,0.0,0.92,1,1,3,1,1,12,0
61551,21,0.74,0.67,0.73,0.07,0.72,0.93,0.43,0.12,0.51,0.35,0.37,0.62,0.72,1,4,0,0,2,0,1
63896,22,0.04,1.49,0.11,0.05,0.19,0.04,0.39,0.8,0.34,0.44,0.68,0.51,0.86,1,4,1,1,0,1,1
63686,21,0.01,1.28,0.82,0.99,0.48,0.99,0.75,0.25,0.54,0.99,0.86,0.1,0.71,1,4,8,0,2,9,0
147256,26,0.33,1.45,0.35,0.02,0.9,0.07,0.99,0.95,0.14,0.54,0.18,0.43,0.06,2,4,15,0,1,17,1
103531,2,0.36,0.94,0.94,0.81,0.74,0.54,0.84,0.34,0.71,0.99,0.31,0.67,0.84,2,1,2,0,2,2,2
53991,21,0.72,0.78,0.43,0.02,0.76,0.04,0.86,0.12,0.17,0.48,0.74,0.14,0.44,1,4,10,2,1,11,3
39269,7,0.21,0.62,0.63,0.5,0.01,0.8,0.98,0.61,0.5,0.88,0.95,0.75,0.45,1,2,10,2,1,11,0
149391,18,0.7,0.69,0.48,0.83,0.65,0.41,0.66,0.12,0.4,0.79,0.22,0.19,0.95,2,3,4,2,1,4,1
124598,14,0.95,0.85,0.06,0.18,0.39,0.95,0.14,0.76,0.11,0.98,0.38,0.78,0.34,2,3,3,1,0,5,2
89470,2,0.19,0.65,0.93,0.92,0.89,0.63,0.81,0.07,0.33,0.31,0.64,0.36,0.15,1,1,12,0,2,14,3
34321,29,0.81,0.88,0.73,0.2,0.24,0.3,0.64,0.6,0.7,0.36,0.82,0.2,0.47,1,4,12,0,2,14,1
50977,25,0.18,0.61,0.65,0.34,0.68,0.03,0.69,0.32,0.06,0.61,0.24,0.39,0.08,1,4,11,1,1,13,3
62167,13,0.3,0.59,0.93,0.01,0.48,0.12,0.31,0.93,0.16,0.97,0.21,0.74,0.55,1,3,14,0,2,16,0
108518,28,0.55,1.03,0.75,0.17,0.92,0.33,0.37,0.76,0.34,0.95,0.74,0.6,0.88,2,4,8,0,2,9,3
93752,12,0.26,0.97,0.39,0.74,0.92,0.42,0.34,0.96,0.44,0.49,0.35,0.91,0.57,1,3,9,1,1,10,1
77691,16,0.31,1.23,0.9,0.83,0.99,0.79,0.6,0.34,0.54,0.04,0.74,0.45,0.02,1,3,0,0,2,0,1
59813,15,0.39,1.08,0.17,0.62,0.48,0.66,0.22,0.11,0.6,0.48,0.03,0.38,0.11,1,3,13,3,0,15,1
95603,28,0.4,1.11,0.62,0.3,0.96,0.54,0.62,0.68,0.67,0.51,0.43,0.05,0.02,1,4,11,1,1,13,2
118150,14,0.33,0.89,0.36,0.74,0.86,0.94,0.49,0.7,0.86,0.42,0.31,0.94,0.52,2,3,11,1,1,13,2
31996,3,0.12,0.83,0.9,0.6,0.39,0.47,0.85,0.34,0.87,0.09,0.78,0.85,0.18,1,1,14,0,2,16,1
108015,2,0.17,1.21,0.83,0.64,0.2,0.21,0.04,0.32,0.56,0.86,0.67,0.44,0.95,2,1,2,0,2,2,1
59709,9,0.93,1.03,0.4,0.05,0.73,0.12,0.3,0.53,0.56,0.6,0.17,0.38,0.62,1,2,15,0,1,17,1
33203,17,0.73,1.42,0.6,0.59,0.19,0.67,0.62,0.6,0.49,0.53,0.33,0.52,0.2,1,3,3,1,1,3,0
39327,7,0.77,0.89,0.5,0.86,0.75,0.81,0.14,0.07,0.89,0.39,0.29,0.72,0.84,1,2,16,2,1,19,3
37868,11,0.32,1.35,0.71,0.05,0.62,0.06,0.32,0.67,0.34,0.18,0.28,0.46,0.48,1,3,2,0,2,2,0
76097,23,0.75,0.96,0.64,0.11,0.26,0.83,0.38,0.98,0.47,0.79,0.4,0.42,0.38,1,4,9,1,1,10,0
117838,6,0.44,1.34,0.4,0.42,0.04,0.45,0.58,0.57,0.33,0.32,0.11,0.37,0.1,2,2,10,2,1,11,0
136931,16,0.97,1.47,0.65,0.6,0.7,0.29,0.63,0.46,0.48,0.76,0.28,0.32,0.92,2,3,10,2,1,11,2
76900,24,0.49,1.41,0.54,0.55,0.25,0.34,0.85,0.56,0.51,0.1,0.02,0.96,0.38,1,4,7,2,1,8,1
41221,11,0.08,1.18,0.67,0.58,0.13,0.58,0.77,0.41,0.88,0.65,0.9,0.62,0.13,1,3,5,0,1,6,3
30654,9,0.48,1.17,0.8,0.3,0.63,0.15,0.37,0.21,0.7,0.94,1.0,0.45,0.25,1,2,0,0,2,0,0
112928,26,0.85,0.71,0.68,0.34,0.99,0.84,0.81,0.32,0.01,0.38,0.3,0.04,0.51,2,4,11,1,1,13,0
99444,21,0.63,1.12,0.08,0.98,0.19,0.45,0.49,0.81,0.1,0.43,0.63,0.22,0.63,1,4,6,3,0,7,0
115092,18,0.2,1.3,0.23,0.06,0.39,0.28,0.3,0.98,0.64,0.72,0.98,0.38,0.8,2,3,1,1,0,1,1
123122,8,0.87,0.68,0.68,0.22,0.33,0.76,0.39,0.61,0.44,0.74,0.23,0.06,0.3,2,2,4,2,1,4,1
49177,0,0.17,0.85,0.15,0.06,0.58,0.88,0.15,0.6,0.66,0.42,0.7,0.41,0.5,1,0,3,1,0,5,2
107360,23,0.13,1.3,0.18,0.75,0.31,0.51,0.86,0.47,0.36,0.54,0.72,0.44,0.94,2,4,1,1,0,1,2
132877,11,0.48,1.26,0.58,0.86,1.0,0.43,0.11,0.03,0.73,0.87,0.22,0.16,0.06,2,3,5,0,1,6,2
73158,27,0.31,0.9,0.5,0.84,0.65,0.62,0.18,0.51,0.72,0.97,0.2,0.01,0.08,1,4,7,2,1,8,0
87889,1,0.34,1.49,0.17,0.18,0.89,0.46,0.71,0.98,0.05,0.1,0.72,0.28,0.18,1,0,1,1,0,1,3
136196,16,0.02,1.27,0.73,0.47,0.61,0.43,0.03,0.78,0.01,0.76,0.89,0.43,0.54,2,3,12,0,2,14,2
133801,11,0.39,1.39,0.66,0.34,0.62,0.93,0.96,0.51,0.45,0.28,0.96,0.14,0.58,2,3,4,2,1,4,1
109557,24,0.28,0.9,0.95,0.05,0.58,0.08,0.15,0.44,0.51,0.26,0.32,0.09,0.3,2,4,0,0,2,0,1
54502,15,0.94,0.83,0.19,0.91,0.01,0.81,0.95,0.09,0.16,0.96,0.54,0.01,0.26,1,3,6,3,0,7,3
128878,29,0.69,1.23,0.7,0.29,0.54,0.53,0.41,0.17,0.98,0.85,0.5,0.6,0.23,2,4,11,1,1,13,3
136802,23,0.69,1.02,0.3,0.61,0.37,0.77,0.17,0.38,0.35,0.43,0.78,0.48,0.79,2,4,3,1,0,5,1
80901,26,0.34,1.31,0.11,0.22,0.5,0.26,0.01,0.65,0.51,0.45,0.97,0.57,0.86,1,4,3,1,0,5,2
96214,16,0.57,1.37,0.53,0.72,0.37,0.09,0.46,0.39,0.87,0.24,0.97,0.96,0.25,1,3,16,2,1,19,3
104755,6,0.97,0.94,0.43,0.53,0.69,0.27,0.74,0.05,0.05,0.39,0.35,0.32,0.49,2,2,4,2,1,4,3
134580,11,0.19,0.81,0.69,0.41,0.44,0.58,0.98,0.24,0.68,0.72,0.61,0.09,0.68,2,3,5,0,1,6,2
